core_1,core_2,logical_grid_distance
2a002e000147373334363431,250025000f47373334363431,4
2a002e000147373334363431,34002a000d50483553343720,4
2a002e000147373334363431,560038000451353431383736,4
2a002e000147373334363431,18003f001951353339373130,4
2a002e000147373334363431,400021000347373334363431,4
2a002e000147373334363431,20002c000347373334363431,4
2a002e000147373334363431,2b002c001251363038393739,4
2a002e000147373334363431,3b0017000951343334363138,4
2a002e000147373334363431,420036000d47373334363431,4
2a002e000147373334363431,2a001b001451343334363036,4
2a002e000147373334363431,1a003b000951353431383437,4
2a002e000147373334363431,33005a001251363038393739,3
2a002e000147373334363431,550033001351363038393739,3
2a002e000147373334363431,1f003a000551353431383736,4
2a002e000147373334363431,2b003f000147373334363431,4
2a002e000147373334363431,280031001050483553343720,4
2a002e000147373334363431,26002d000151353432393339,4
2a002e000147373334363431,2a0020000147373334363431,4
2a002e000147373334363431,310024001351363038393739,4
2a002e000147373334363431,4a0046001951353339373130,4
2a002e000147373334363431,2b0047000f47373334363431,4
2a002e000147373334363431,2d0042000c47373334363431,4
2a002e000147373334363431,2a0028000f51353433323633,4
2a002e000147373334363431,540031001951353339373130,4
2a002e000147373334363431,450034000347373334363431,4
2a002e000147373334363431,520027000351353337353037,3
2a002e000147373334363431,2b0053000d50483553343720,3
2a002e000147373334363431,420028000347373334363431,3
2a002e000147373334363431,170045000951343334363138,4
2a002e000147373334363431,550036001351363038393739,4
2a002e000147373334363431,43002a001451343334363036,4
2a002e000147373334363431,2f0025001451343334363036,4
2a002e000147373334363431,200043000347373334363431,4
2c001b001451343334363036,200031000951343334363138,4
2c001b001451343334363036,530039001351363038393739,4
2c001b001451343334363036,380025001451343334363036,4
2c001b001451343334363036,1a0041001151363038393739,4
2c001b001451343334363036,2b004b001251363038393739,4
2c001b001451343334363036,230045000f47373334363431,4
2c001b001451343334363036,45005e000951343334363138,4
2c001b001451343334363036,220025000551353431383736,4
2c001b001451343334363036,190029000147373334363431,4
2c001b001451343334363036,1e0036000951343334363138,3
2c001b001451343334363036,2e001f001251363038393739,3
2c001b001451343334363036,3c0031000d47373334363431,3
2c001b001451343334363036,47005a001151363038393739,4
2c001b001451343334363036,4c0048000551353431383736,4
2c001b001451343334363036,27003c000951343334363138,3
2c001b001451343334363036,560044000151353432393339,3
2c001b001451343334363036,3f004a000c51343334363138,4
2c001b001451343334363036,3b0045000151353432393339,4
2c001b001451343334363036,50003b001950483553353620,4
2c001b001451343334363036,500030001951353339373130,4
2c001b001451343334363036,5d0040000d50483553343720,3
2c001b001451343334363036,43003a000951343334363138,4
2c001b001451343334363036,420025001451343334363036,4
2c001b001451343334363036,290029000f47373334363431,4
2c001b001451343334363036,220048001451343334363036,3
2c001b001451343334363036,43005d000951343334363138,4
2c001b001451343334363036,4a003d001151363038393739,4
2c001b001451343334363036,48003c001151363038393739,4
2c001b001451343334363036,36005d000951343334363138,4
2c001b001451343334363036,38003d001050483553343720,4
2c001b001451343334363036,48001a000951343334363138,4
2c001b001451343334363036,2e0048000951343334363138,4
2c001b001451343334363036,40001f000347373334363431,4
2c001b001451343334363036,42002b000951353431383437,4
2c001b001451343334363036,2e0042000147373334363431,4
2c001b001451343334363036,51003d000951343334363138,4
2c001b001451343334363036,59003d000951343334363138,4
2c001b001451343334363036,3a0026000e47373432363837,4
2c001b001451343334363036,34002b001251363038393739,4
2c001b001451343334363036,410048001451343334363036,4
2c001b001451343334363036,260045000f47373334363431,4
2c001b001451343334363036,4c0045000451353431383736,4
2c001b001451343334363036,280036001951353339373130,4
2c001b001451343334363036,2f0046000c47373334363431,4
2c001b001451343334363036,33002b001151363038393739,3
2c001b001451343334363036,3e002e001451343334363036,4
2c001b001451343334363036,510031001351363038393739,3
2c001b001451343334363036,280021001251363038393739,3
2c001b001451343334363036,35002f001951353339373130,4
2c001b001451343334363036,35003e001951353339373130,4
2c001b001451343334363036,48003d001151363038393739,4
2c001b001451343334363036,2a0026000f47373334363431,4
2c001b001451343334363036,1f0033000b47373334363431,4
2c001b001451343334363036,4f004a001951353339373130,4
2c001b001451343334363036,3d0055001951353339373130,4
2c001b001451343334363036,270042000f47373334363431,4
2c001b001451343334363036,220037000247373334363431,4
2c001b001451343334363036,1a003d000951343334363138,4
2c001b001451343334363036,30001a001451343334363036,4
2c001b001451343334363036,200020000747373334363431,4
2c001b001451343334363036,51004d000a51353431383437,4
2c001b001451343334363036,440059000951343334363138,4
2c001b001451343334363036,310024000e47373334363431,4
2c001b001451343334363036,400045000251353337353037,3
2c001b001451343334363036,270025001451343334363036,3
2c001b001451343334363036,330024001050483553343720,3
2c001b001451343334363036,2f002c001251363038393739,4
2c001b001451343334363036,240057001151363038393739,4
2c001b001451343334363036,530033001351363038393739,4
2c001b001451343334363036,210037000e47373334363431,4
2c001b001451343334363036,31001e001351363038393739,4
2c001b001451343334363036,500036001351363038393739,4
2c001b001451343334363036,380029000d50483553343720,4
2c001b001451343334363036,4b0041001951353339373130,4
2c001b001451343334363036,340056001251363038393739,3
2c001b001451343334363036,49001a000951343334363138,3
2c001b001451343334363036,260041000f47373432363837,3
2c001b001451343334363036,450019000951343334363138,4
2c001b001451343334363036,310035001351363038393739,4
2c001b001451343334363036,4a004d001951353339373130,4
2c001b001451343334363036,340050001251363038393739,4
2c001b001451343334363036,350020000247373334363431,4
2c001b001451343334363036,54003b000e51353433323633,4
2c001b001451343334363036,1d003f000951343334363138,4
2c001b001451343334363036,190039000147373334363431,4
2c001b001451343334363036,2c003d000147373334363431,4
2c001b001451343334363036,340029001251363038393739,3
2c001b001451343334363036,480039001151363038393739,3
2c001b001451343334363036,280048001251363038393739,3
2c001b001451343334363036,2b0017000147373334363431,3
2c001b001451343334363036,3b0041000951353431383437,3
2c001b001451343334363036,39004f000951343334363138,3
2c001b001451343334363036,38003e000a47373334363431,3
2c001b001451343334363036,35002d001951353339373130,3
2c001b001451343334363036,33005b001251363038393739,4
2c001b001451343334363036,500057000d50483553343720,3
2c001b001451343334363036,34005b000a51353431383437,4
2c001b001451343334363036,350037001951353339373130,4
2c001b001451343334363036,2e001f000147373334363431,4
2c001b001451343334363036,30002c001351363038393739,4
2c001b001451343334363036,33003a000951343334363138,4
2c001b001451343334363036,510042001951353339373130,4
2c001b001451343334363036,3e001e000d47373334363431,4
2c001b001451343334363036,2b002b000147373334363431,4
2c001b001451343334363036,3d0060000951343334363138,4
2c001b001451343334363036,540057000d50483553343720,4
2c001b001451343334363036,2b0051000d50483553343720,4
2c001b001451343334363036,470055001151363038393739,3
2c001b001451343334363036,250058000151353432393339,2
2c001b001451343334363036,340023000247373334363431,2
2c001b001451343334363036,2f0039000551353431383736,4
2c001b001451343334363036,230048001151363038393739,4
2c001b001451343334363036,2a0037000147373334363431,4
2c001b001451343334363036,1e003d000951343334363138,4
2c001b001451343334363036,2b0049001251363038393739,4
2c001b001451343334363036,3e003d001050483553343720,4
2c001b001451343334363036,26002c001951343334363036,4
2c001b001451343334363036,340064000951343334363138,4
2c001b001451343334363036,470019000951343334363138,4
2c001b001451343334363036,320062000951343334363138,4
2c001b001451343334363036,24004f000151353432393339,4
2c001b001451343334363036,3b001c000a47373334363431,4
2c001b001451343334363036,3b0046000151353432393339,3
2c001b001451343334363036,400063000951343334363138,3
2c001b001451343334363036,200049000d50483553343720,3
2c001b001451343334363036,1d0036000951343334363138,4
2c001b001451343334363036,26004e000951343334363138,4
2c001b001451343334363036,2e0020001251363038393739,4
2c001b001451343334363036,26002b000d50483553343720,4
2c001b001451343334363036,3e0025000247373334363431,4
2c001b001451343334363036,4d004b000a51353431383437,4
2c001b001451343334363036,47001e000951353431383437,4
2c001b001451343334363036,2a002e000147373334363431,4
2c001b001451343334363036,2c001b001451343334363036,1
2c001b001451343334363036,57002c000151353432393339,4
2c001b001451343334363036,22002a000951343334363138,1
2c001b001451343334363036,43002c000951343334363138,4
2c001b001451343334363036,47002d000a51353431383437,4
2c001b001451343334363036,3c0025001451343334363036,4
2c001b001451343334363036,35003d001951353339373130,4
2c001b001451343334363036,21001e000247373334363431,4
2c001b001451343334363036,2f001d000247373334363431,4
2c001b001451343334363036,1b004e000951343334363138,4
2c001b001451343334363036,300036000c47373334363431,4
2c001b001451343334363036,240042001151363038393739,4
2c001b001451343334363036,480039000a51353431383437,4
2c001b001451343334363036,380023000a47373334363431,4
2c001b001451343334363036,49003f000951353431383437,4
2c001b001451343334363036,37004e000551353431383736,4
2c001b001451343334363036,430034000347373334363431,4
2c001b001451343334363036,57003c000151353432393339,4
2c001b001451343334363036,33005b000e51353433323633,4
2c001b001451343334363036,2c002a000d47373334363431,4
2c001b001451343334363036,500038001951353339373130,4
2c001b001451343334363036,3b0028000151353432393339,4
2c001b001451343334363036,350018000247373334363431,4
2c001b001451343334363036,2b0059001251363038393739,4
2c001b001451343334363036,330053001251363038393739,4
2c001b001451343334363036,3c0025000e47373432363837,4
2c001b001451343334363036,3f0060001151363038393739,4
2c001b001451343334363036,41004f000951343334363138,4
2c001b001451343334363036,34001b001951353339373130,4
2c001b001451343334363036,280030001251363038393739,4
2c001b001451343334363036,2d0031000147373334363431,4
2c001b001451343334363036,290048001951353339373130,4
2c001b001451343334363036,36002b000247373334363431,4
2c001b001451343334363036,3f0049000551353431383736,4
2c001b001451343334363036,450048001451343334363036,4
2c001b001451343334363036,33005c000a51353431383437,4
2c001b001451343334363036,3f0027001550483553353620,4
2c001b001451343334363036,32002a000d50483553343720,4
2c001b001451343334363036,2a002a000951343334363138,4
2c001b001451343334363036,2f0041001047373334363431,4
2c001b001451343334363036,510027000251353337353037,4
2c001b001451343334363036,2e002d000d50483553343720,4
2c001b001451343334363036,240055000151353432393339,4
2c001b001451343334363036,510038001951343334363036,4
2c001b001451343334363036,25004a000151353432393339,4
2c001b001451343334363036,350029001951353339373130,3
2c001b001451343334363036,34005a000f51353433323633,4
2c001b001451343334363036,200030000347373334363431,4
2c001b001451343334363036,49005b001151363038393739,4
2c001b001451343334363036,2c001e001647373333353132,4
2c001b001451343334363036,4a0052001151363038393739,4
2c001b001451343334363036,490039000951353431383437,4
2c001b001451343334363036,440031000347373334363431,4
2c001b001451343334363036,48002b001151363038393739,4
2c001b001451343334363036,2b002b001251363038393739,4
2c001b001451343334363036,31002d000d50483553343720,4
2c001b001451343334363036,330056001251363038393739,3
2c001b001451343334363036,500059000951343334363138,3
2c001b001451343334363036,4a0039000951353431383437,3
2c001b001451343334363036,500051000351353433323636,4
2c001b001451343334363036,43005f000951343334363138,4
2c001b001451343334363036,170046000951343334363138,4
2c001b001451343334363036,27003d000f47373334363431,4
2c001b001451343334363036,290050000351353337353037,4
2c001b001451343334363036,58003e000951343334363138,4
2c001b001451343334363036,380058000d50483553343720,4
2c001b001451343334363036,24004f000951343334363138,3
2c001b001451343334363036,2f0028001251363038393739,3
2c001b001451343334363036,2c0061001050483553343720,3
2c001b001451343334363036,280027001251363038393739,4
2c001b001451343334363036,3b004f000151353432393339,4
2c001b001451343334363036,2e003b001251363038393739,4
2c001b001451343334363036,2b0034000147373334363431,4
2c001b001451343334363036,34002d000d50483553343720,4
2c001b001451343334363036,450053000a51353431383437,4
2c001b001451343334363036,490034000951343334363138,4
2c001b001451343334363036,2b004a001251363038393739,3
2c001b001451343334363036,250025000f47373334363431,3
2c001b001451343334363036,34002a000d50483553343720,3
2c001b001451343334363036,560038000451353431383736,4
2c001b001451343334363036,18003f001951353339373130,4
2c001b001451343334363036,400021000347373334363431,4
2c001b001451343334363036,20002c000347373334363431,4
2c001b001451343334363036,2b002c001251363038393739,4
2c001b001451343334363036,3b0017000951343334363138,4
2c001b001451343334363036,420036000d47373334363431,4
2c001b001451343334363036,2a001b001451343334363036,4
2c001b001451343334363036,1a003b000951353431383437,4
2c001b001451343334363036,33005a001251363038393739,4
2c001b001451343334363036,550033001351363038393739,4
2c001b001451343334363036,1f003a000551353431383736,4
2c001b001451343334363036,2b003f000147373334363431,4
2c001b001451343334363036,280031001050483553343720,4
